Education_Level,Time_since_promotion,Growth_Rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,Attrition_rate,Ratio_Age_Time_of_service
3,3,69,2,2,4.0,1.0,0.1334,0.17391304347826086
3,1,58,2,5,8.0,1.0,0.0915,0.05
4,2,63,0,3,7.0,2.0,0.1211,0.1766659643342847
4,2,49,1,2,9.0,1.0,0.1357,0.13636363636363635
3,2,67,1,4,6.0,4.0,0.1849,0.20588235294117646
1,1,23,1,2,6.0,3.0,0.1761,0.2
4,2,62,0,4,10.0,1.0,0.0178,0.4523809523809524
3,4,51,1,1,6.0,4.0,0.9538,0.24
4,4,54,1,1,5.0,4.0,0.1373,0.41025641025641024
1,2,64,2,1,9.0,2.0,0.1928,0.5
3,2,65,1,4,7.0,3.0,0.3917,0.30420600403097486
3,1,34,0,4,5.0,3.0,0.1031,0.3125
3,3,71,1,5,7.0,3.0,0.0847,0.35294117647058826
3,2,66,1,3,6.0,1.0,0.1286,0.42857142857142855
2,4,28,1,3,4.0,1.0,0.2531,0.5
3,4,34,0,2,5.0,1.0,0.1159999999999999,0.24
4,3,52,1,2,8.0,4.0,0.1099,0.26666666666666666
4,1,27,2,1,5.0,1.0,0.1531,0.4
3,3,35,0,5,4.0,3.0,0.1084,0.25806451612903225
4,4,26,1,2,2.0,3.0,0.1672,0.3142857142857143
3,3,35,1,3,7.0,4.0,0.1926,0.17857142857142858
5,1,66,0,1,8.0,1.0,0.0002,0.11538461538461539
4,3,37,0,3,5.0,4.0,0.1646,0.40476190476190477
3,2,74,1,4,6.0,4.0,0.7726,0.2702702702702703
4,1,27,0,2,6.0,3.0,0.2616,0.4339622641509434
5,2,26,0,1,2.0,3.0,0.1621,0.4186046511627907
5,2,59,1,3,5.0,2.0,0.251,0.26666666666666666
3,1,45,2,4,5.0,4.0,0.0618,0.22857142857142856
4,1,51,0,5,4.0,4.0,0.0178,0.2777777777777778
5,3,53,1,4,6.0,1.0,0.2662,0.18518518518518517
3,3,66,1,1,3.0,3.0,0.0749,0.13636363636363635
2,1,38,2,5,7.0,5.0,0.1447,0.33962264150943394
3,0,58,2,1,2.0,1.0,0.1254,0.0
1,1,62,0,1,1.0,4.0,0.2579,0.09523809523809523
3,1,20,1,3,6.0,2.0,0.0648,0.23333333333333334
5,2,29,0,1,5.0,1.0,0.5473,0.3148148148148148
3,2,56,0,3,8.0,1.0,0.2349,0.09523809523809523
1,0,72,1,3,8.0,1.0,0.2356,0.0
5,2,66,0,5,8.0,1.0,0.2179,0.45098039215686275
4,1,24,2,5,8.0,4.0,0.5471,0.20833333333333334
1,4,24,1,1,6.0,3.0,0.0508,0.6307692307692307
3,2,44,1,3,6.0,1.0,0.1661,0.5573770491803278
1,4,61,2,3,6.0,2.0,0.5998,0.24
4,4,52,1,2,4.0,1.0,0.2387,0.40540540540540543
4,2,56,1,4,7.0,1.0,0.0541,0.09523809523809523
4,2,32,1,3,10.0,4.0,0.12,0.07142857142857142
1,4,27,0,3,9.0,3.0,0.2686,0.3389830508474576
3,3,52,1,1,4.0,3.0,0.0488,0.45161290322580644
3,1,60,0,2,4.0,4.0,0.0284,0.3142857142857143
3,2,29,0,1,6.0,4.0,0.174,0.3378121815100149
3,1,30,0,1,7.0,1.0,0.283,0.22580645161290322
3,3,72,0,1,4.0,3.0,0.2447,0.2222222222222222
4,3,54,1,3,8.0,3.0,0.1451,0.43902439024390244
3,1,67,1,2,4.0,4.0,0.1757,0.1111111111111111
5,1,26,0,3,6.0,1.0,0.1093,0.40540540540540543
3,2,64,1,3,4.0,4.0,0.2282,0.13636363636363635
3,1,55,0,1,6.0,2.0,0.0139999999999999,0.3125
2,0,49,1,2,5.0,1.0,0.2484,0.0
5,4,57,0,2,4.0,3.0,0.5765,0.29545454545454547
3,3,35,1,1,5.0,4.0,0.0284,0.14285714285714285
3,2,41,1,3,6.0,3.0,0.1489,0.15384615384615385
5,3,57,1,3,8.0,1.0,0.1083,0.453125
2,2,34,1,1,4.0,4.0,0.1621,0.3333333333333333
3,3,46,1,3,9.0,2.0,0.0884,0.1724137931034483
3,3,50,1,2,6.0,3.0,0.1402,0.26666666666666666
2,2,30,1,2,4.0,4.0,0.1583,0.24
5,2,61,0,1,6.0,2.0,0.0389,0.125
4,1,66,1,2,8.0,1.0,0.2602,0.6461538461538462
4,2,60,1,2,8.0,3.0,0.4553,0.09523809523809523
4,2,29,2,5,6.0,3.0,0.1902,0.3333333333333333
3,1,44,0,5,2.0,1.0,0.15,0.24
3,1,56,0,3,8.0,4.0,0.1619,0.14814814814814814
1,2,38,1,2,9.0,1.0,0.6519,0.2222222222222222
4,2,26,1,2,5.0,4.0,0.0237,0.24242424242424243
3,2,21,2,3,4.0,4.0,0.7388,0.07317073170731707
4,2,47,1,5,8.0,2.0,0.6753,0.13636363636363635
3,3,25,1,1,8.0,3.0,0.0143,0.2307769685752223
3,3,74,1,2,3.0,3.0,0.0016,0.25
4,1,67,1,5,4.0,1.0,0.138,0.35294117647058826
4,3,20,1,1,6.0,4.0,0.3761,0.34210526315789475
5,2,24,2,4,6.0,3.0,0.3241,0.16129032258064516
4,0,67,1,1,5.0,2.0,0.1177,0.0
4,4,42,0,2,4.0,3.0,0.1012,0.3877551020408163
4,0,44,1,2,4.0,1.0,0.1665,0.0
4,4,41,0,3,5.0,1.0,0.1868,0.1702127659574468
4,1,22,2,5,8.0,2.0,0.0246,0.2574050803339018
1,4,55,0,1,4.0,4.0,0.3455,0.6
2,1,55,0,3,9.0,1.0,0.1439,0.3333333333333333
4,2,48,0,4,8.0,4.0,0.074,0.22857142857142856
5,1,51,1,3,6.0,2.0,0.2212,0.2549019607843137
4,2,32,0,5,8.0,1.0,0.9385,0.13636363636363635
3,1,49,0,3,7.0,4.0,0.0931,0.275
1,4,47,0,3,5.0,4.0,0.2542,0.2857142857142857
3,2,28,1,3,6.0,3.0,0.038,0.30952380952380953
4,4,43,1,4,9.0,3.0,0.2746,0.24
3,4,61,1,3,5.0,3.0,0.1348,0.3111111111111111
3,2,59,0,2,8.0,3.0,0.1531,0.17391304347826086
3,1,44,1,3,5.0,1.0,0.0005,0.2647058823529412
4,4,24,2,1,4.0,3.0,0.0492,0.2776179439538759
4,2,54,0,3,8.0,1.0,0.1777,0.2727272727272727
3,1,30,0,5,8.0,1.0,0.1991,0.13636363636363635
4,2,61,0,5,4.0,1.0,0.1296,0.3142857142857143
4,1,25,0,3,6.0,2.0,0.1052,0.3333333333333333
4,1,49,1,2,7.0,3.0,0.2445,0.19047619047619047
3,4,41,1,4,7.0,3.0,0.5199,0.35294117647058826
3,4,53,1,3,4.0,4.0,0.0619,0.26666666666666666
5,3,49,1,4,4.0,3.0,0.9429,0.13636363636363635
3,0,53,2,5,4.0,3.0,0.1053,0.0
4,2,27,1,2,8.0,2.0,0.0208,0.04878048780487805
3,4,54,1,4,6.0,2.0,0.0432,0.5873015873015873
2,3,51,1,3,7.0,4.0,0.0844,0.2903225806451613
3,4,62,0,2,7.0,3.0,0.1689,0.46296296296296297
3,3,40,1,1,7.0,1.0,0.2728,0.2549019607843137
1,1,57,1,4,8.0,1.0,0.3616,0.3684210526315789
2,2,20,0,5,4.0,4.0,0.6728,0.13636363636363635
4,4,27,1,2,5.0,1.0,0.1913,0.1702127659574468
3,0,55,0,4,6.0,2.0,0.09,0.0
5,1,70,1,3,5.0,1.0,0.0636,0.06451612903225806
4,4,68,1,3,3.0,2.0,0.1926,0.4074074074074074
4,1,48,1,2,5.0,1.0,0.1533,0.05
4,2,25,1,1,6.0,1.0,0.2571,0.13636363636363635
4,3,41,1,3,2.0,3.0,0.1373,0.32608695652173914
3,3,66,1,3,6.0,1.0,0.0953,0.2391304347826087
4,1,69,1,3,9.0,1.0,0.0495,0.2962962962962963
3,2,60,1,5,1.0,2.0,0.235,0.5245901639344263
5,3,23,1,2,6.0,1.0,0.1878,0.375
3,1,22,1,1,7.0,3.0,0.0011,0.05
3,2,34,1,3,4.0,1.0,0.0217,0.3617021276595745
4,4,43,1,3,8.0,2.0,0.0705,0.1702127659574468
3,4,21,0,3,8.0,1.0,0.0031,0.25
4,1,32,1,1,8.0,3.0,0.5377,0.28888888888888886
2,2,36,1,2,7.0,3.0,0.0125,0.27450980392156865
1,4,49,1,2,4.0,2.0,0.2789,0.3673469387755102
3,3,23,1,2,5.0,2.0,0.1987,0.403807918478365
4,1,63,1,4,8.0,2.0,0.1799,0.28
3,2,44,1,3,7.0,1.0,0.1071,0.21621621621621623
2,4,32,0,1,7.0,3.0,0.2967,0.17857142857142858
3,3,36,1,2,4.0,1.0,0.1505,0.24324324324324326
4,3,28,1,1,8.0,2.0,0.2692,0.5769230769230769
1,4,66,1,2,8.0,2.0,0.2229,0.18518518518518517
2,0,52,2,2,4.0,4.0,0.0405,0.0
3,1,41,0,3,4.0,5.0,0.2445,0.20689655172413793
3,3,52,1,5,9.0,4.0,0.1576,0.15384615384615385
3,2,61,1,3,5.0,4.0,0.0933,0.13636363636363635
4,1,59,1,1,7.0,1.0,0.0073,0.35714285714285715
3,1,33,1,3,6.0,3.0,0.1839,0.3280939337636715
4,1,48,1,3,5.0,1.0,0.015,0.43636363636363634
1,3,68,2,1,7.0,1.0,0.1606,0.4146341463414634
4,1,63,2,3,5.0,1.0,0.1439,0.3157894736842105
4,3,22,1,5,5.0,3.0,0.26,0.5
3,2,28,1,5,9.0,2.0,0.1251,0.10095197961959125
3,2,63,1,1,5.0,2.0,0.9033,0.34320677377853576
4,3,42,1,1,8.0,1.0,0.1586,0.45
4,4,65,1,3,7.0,1.0,0.2763,0.2
4,1,50,1,2,8.0,1.0,0.2136,0.45614035087719296
4,4,30,0,1,5.0,2.0,0.1084,0.4186046511627907
4,2,57,0,3,4.0,1.0,0.0562,0.15151515151515152
5,4,33,1,5,7.0,1.0,0.0145,0.5087719298245614
2,2,32,0,3,6.0,3.0,0.2515,0.13636363636363635
2,0,37,2,4,6.0,3.0,0.6996,0.0
3,2,52,2,5,10.0,4.0,0.1524,0.17391304347826086
4,2,72,1,3,5.0,1.0,0.2665,0.17391304347826086
3,0,62,0,4,4.0,4.0,0.7984,0.0
3,2,46,1,2,3.0,3.0,0.9462,0.2571428571428571
3,4,34,0,3,9.0,2.0,0.6407,0.39344262295081966
4,2,54,0,3,4.0,5.0,0.1893,0.38095238095238093
3,3,38,1,3,5.0,2.0,0.1863,0.17391304347826086
1,3,38,1,3,4.0,3.0,0.1026,0.17391304347826086
3,1,30,1,2,6.0,3.0,0.0782,0.24
3,2,55,2,4,5.0,1.0,0.0713,0.358974358974359
1,4,49,0,5,8.0,1.0,0.0015,0.5769230769230769
3,4,63,1,4,5.0,4.0,0.0484,0.4117647058823529
3,1,47,0,1,2.0,2.0,0.2733,0.4117647058823529
4,1,23,1,2,7.0,2.0,0.1889,0.13636363636363635
5,3,72,0,5,8.0,4.0,0.1378,0.34146341463414637
4,1,48,1,5,8.0,1.0,0.1988,0.20833333333333334
4,1,69,1,3,7.0,4.0,0.124,0.5552358879077518
4,4,29,1,1,6.0,2.0,0.1554,0.20689655172413793
4,2,47,1,4,4.0,1.0,0.8805,0.2647058823529412
5,4,71,0,2,5.0,3.0,0.0484,0.29411764705882354
3,2,52,0,5,8.0,1.0,0.2246,0.3389830508474576
3,4,62,1,1,5.0,2.0,0.1872,0.5932203389830508
3,3,36,0,2,9.0,1.0,0.0922,0.15142796942938686
4,0,27,0,4,7.0,2.0,0.0982,0.0
3,1,52,0,4,8.0,3.0,0.1743,0.5769230769230769
3,2,61,1,2,6.0,1.0,0.5771,0.6333333333333333
2,3,52,0,2,6.0,1.0,0.6095,0.3157894736842105
4,2,42,1,3,4.0,3.0,0.0897,0.09523809523809523
3,1,74,1,5,6.0,3.0,0.0846,0.2972972972972973
3,2,25,1,3,6.0,4.0,0.2371,0.20689655172413793
3,1,42,0,3,5.0,2.0,0.1041,0.16666666666666666
3,3,24,0,5,7.0,4.0,0.2817,0.22857142857142856
4,2,73,1,1,3.0,3.0,0.1822,0.46774193548387094
3,2,42,0,5,9.0,2.0,0.7401,0.06451612903225806
2,3,42,2,3,4.0,4.0,0.0543,0.3877551020408163
3,3,70,1,2,8.0,1.0,0.5293,0.23529411764705882
4,3,29,1,4,9.0,1.0,0.092,0.10095197961959125
3,3,49,0,2,6.0,1.0,0.2145,0.6057118777175474
4,2,38,1,1,4.0,1.0,0.1889,0.5
2,1,43,1,4,8.0,1.0,0.0931,0.3269230769230769
4,1,49,1,2,6.0,3.0,0.0528,0.09523809523809523
3,4,61,2,2,5.0,1.0,0.1439,0.14285714285714285
1,4,61,1,1,8.0,3.0,0.9361,0.14285714285714285
4,4,34,0,2,6.0,1.0,0.0277,0.5357142857142857
4,1,67,1,2,7.0,4.0,0.2508,0.05
4,3,47,1,3,4.0,2.0,0.0528,0.2765957446808511
5,4,56,1,1,6.0,3.0,0.1307,0.4
4,1,65,1,3,6.0,2.0,0.9959,0.3191489361702128
1,2,45,1,3,7.0,2.0,0.1147,0.17391304347826086
3,2,45,1,1,9.0,3.0,0.2846,0.26666666666666666
3,4,26,1,3,3.0,3.0,0.0859,0.17391304347826086
3,3,71,1,4,8.0,2.0,0.0,0.44642857142857145
3,1,65,0,4,5.0,3.0,0.049,0.09523809523809523
3,2,53,1,2,4.0,3.0,0.0849,0.09523809523809523
3,2,57,0,4,4.0,3.0,0.0158,0.1766659643342847
3,3,26,0,1,8.0,2.0,0.096,0.3888888888888889
3,1,59,0,1,6.0,3.0,0.1275,0.4957431176801072
3,4,40,0,5,8.0,1.0,0.1721,0.24
4,3,62,1,1,7.0,1.0,0.0566,0.5
4,1,71,1,3,6.0,4.0,0.1841,0.21428571428571427
3,0,64,1,4,5.0,1.0,0.2111,0.0
3,4,28,1,3,8.0,1.0,0.3708,0.2019039592391825
1,2,39,1,4,2.0,5.0,0.6109,0.2
3,2,68,0,3,4.0,3.0,0.0059,0.38461538461538464
4,4,38,0,4,3.0,1.0,0.1915,0.21428571428571427
3,4,30,0,4,3.0,1.0,0.0805,0.3829787234042553
4,2,56,1,5,5.0,2.0,0.0431,0.09523809523809523
3,1,45,1,5,9.0,1.0,0.044,0.10095197961959125
3,4,51,0,1,6.0,4.0,0.1313,0.23333333333333334
4,1,51,1,1,8.0,3.0,0.1827,0.36363636363636365
4,2,41,1,4,5.0,1.0,0.01,0.17391304347826086
5,1,47,1,2,6.0,2.0,0.2633,0.2692307692307692
3,1,48,0,1,8.0,4.0,0.1966,0.4074074074074074
4,3,32,1,3,4.0,3.0,0.0277,0.24
4,1,24,0,1,6.0,1.0,0.1224,0.20833333333333334
3,4,31,1,3,2.0,3.0,0.8989,0.22580645161290322
3,3,68,0,4,7.0,1.0,0.0188,0.5517241379310345
4,1,65,1,4,3.0,2.0,0.0242,0.05
3,2,64,0,1,2.0,3.0,0.0649,0.15384615384615385
3,2,65,1,3,4.0,2.0,0.0534,0.07692307692307693
4,1,65,2,2,6.0,5.0,0.1671,0.46808510638297873
4,1,33,0,2,7.0,3.0,0.2144,0.2962962962962963
1,3,34,0,5,6.0,2.0,0.0181,0.13636363636363635
4,2,64,1,2,4.0,3.0,0.2577,0.32608695652173914
3,4,67,1,4,7.0,4.0,0.1368,0.41304347826086957
3,1,22,2,3,5.0,3.0,0.2554,0.34210526315789475
4,2,68,1,3,8.0,3.0,0.15,0.11538461538461539
4,2,45,0,3,5.0,1.0,0.2341,0.2702702702702703
3,2,69,1,2,4.0,3.0,0.1611,0.5263157894736842
1,4,32,1,4,5.0,3.0,0.159,0.3148148148148148
4,3,28,1,3,2.0,2.0,0.1547,0.24
4,1,48,0,3,5.0,1.0,0.0518,0.40625
3,3,48,0,3,8.0,1.0,0.0466,0.25
2,3,61,0,3,8.0,3.0,0.0155,0.24
4,4,21,1,3,10.0,3.0,0.0044,0.3111111111111111
3,4,57,1,3,6.0,2.0,0.1071,0.10095197961959125
5,1,58,1,3,9.0,1.0,0.0496,0.10095197961959125
2,1,56,2,2,6.0,3.0,0.054,0.32653061224489793
1,2,64,0,3,6.0,3.0,0.1508,0.18518518518518517
3,1,33,2,2,8.0,2.0,0.0074,0.34285714285714286
3,3,28,0,3,4.0,1.0,0.0825,0.42105263157894735
1,2,51,0,2,5.0,1.0,0.2712,0.09523809523809523
1,1,28,1,1,7.0,1.0,0.0682,0.3333333333333333
3,3,62,1,2,9.0,1.0,0.0746,0.3333333333333333
3,3,38,2,1,4.0,4.0,0.0389,0.5576923076923077
5,2,30,0,3,7.0,3.0,0.0119,0.3111111111111111
4,2,48,0,3,4.0,1.0,0.0846,0.1724137931034483
3,3,66,2,3,7.0,3.0,0.1726,0.4307692307692308
3,4,24,1,1,4.0,3.0,0.0208,0.38333333333333336
3,3,31,0,4,5.0,1.0,0.215,0.47619047619047616
3,1,72,0,3,8.0,5.0,0.0725,0.05
5,4,61,1,4,8.0,1.0,0.173,0.3770491803278688
4,3,23,1,3,8.0,3.0,0.0581,0.14285714285714285
4,1,36,1,3,4.0,4.0,0.1288,0.2
2,1,30,1,3,8.0,1.0,0.1521,0.4146341463414634
1,4,61,1,5,9.0,3.0,0.1294,0.17391304347826086
3,3,52,1,5,6.0,1.0,0.2256,0.35714285714285715
4,2,64,0,2,8.0,4.0,0.1351,0.576271186440678
4,3,65,1,5,6.0,1.0,0.1989999999999999,0.15555555555555556
4,2,45,1,1,7.0,4.0,0.442,0.35185185185185186
4,2,46,1,1,2.0,2.0,0.2538,0.13636363636363635
3,3,32,1,4,4.0,1.0,0.0271,0.20833333333333334
1,2,22,1,1,8.0,2.0,0.1659,0.38333333333333336
3,4,29,1,3,9.0,2.0,0.1585,0.21428571428571427
4,2,33,1,5,5.0,1.0,0.7109,0.1111111111111111
3,3,45,2,3,6.0,1.0,0.3859,0.45
2,1,59,1,5,5.0,4.0,0.2876,0.07692307692307693
4,3,31,1,5,6.0,1.0,0.0763,0.21621621621621623
3,3,44,1,3,5.0,4.0,0.1952,0.45161290322580644
3,4,27,2,2,7.0,3.0,0.1288,0.34782608695652173
5,0,60,0,2,8.0,3.0,0.0077,0.0
1,4,33,0,2,9.0,1.0,0.5309,0.17391304347826086
3,3,27,1,3,8.0,1.0,0.2695,0.20689655172413793
4,4,46,2,4,1.0,1.0,0.2666,0.4067796610169492
2,2,31,0,5,7.0,1.0,0.0444,0.2553191489361702
2,3,73,1,2,9.0,1.0,0.064,0.3333333333333333
4,3,54,0,2,8.0,1.0,0.5004,0.3191489361702128
4,4,62,0,4,4.0,2.0,0.2157,0.4375
3,1,42,1,3,5.0,3.0,0.185,0.05
4,4,43,1,5,4.0,1.0,0.0849,0.26666666666666666
1,2,65,1,2,8.0,3.0,0.1156,0.23333333333333334
4,1,34,1,3,1.0,2.0,0.0389,0.20689655172413793
3,2,27,0,1,5.0,1.0,0.1294,0.11538461538461539
1,3,74,1,2,7.0,3.0,0.2339,0.3148148148148148
5,1,51,0,5,5.0,4.0,0.5371,0.2777777777777778
3,2,49,1,3,2.0,1.0,0.1433,0.125
1,3,29,1,5,4.0,1.0,0.0795,0.53125
4,3,20,1,2,6.0,4.0,0.738,0.2631578947368421
2,3,55,1,3,5.0,3.0,0.2368,0.4318181818181818
2,4,49,1,2,3.0,2.0,0.2319,0.26666666666666666
3,4,25,1,3,9.0,4.0,0.0678,0.47619047619047616
5,4,52,1,2,5.0,4.0,0.1387,0.48
1,3,22,2,3,6.0,2.0,0.2674,0.3275862068965517
4,1,73,1,4,5.0,1.0,0.7107,0.2653061224489796
1,1,23,0,3,6.0,3.0,0.1432,0.3
4,1,54,0,2,8.0,3.0,0.1549,0.025237994904897813
4,4,70,1,4,6.0,3.0,0.0747,0.24
3,2,42,0,1,10.0,1.0,0.2863,0.2727272727272727
1,2,23,1,4,3.0,4.0,0.2323,0.1111111111111111
4,1,48,0,2,4.0,5.0,0.2332,0.5333333333333333
3,2,65,1,2,2.0,4.0,0.1108,0.1766659643342847
3,2,71,2,4,2.0,1.0,0.1868,0.425
3,4,41,1,1,2.0,1.0,0.1539,0.5806451612903226
3,1,37,2,2,3.0,5.0,0.7912,0.2
3,4,32,0,4,5.0,2.0,0.1872,0.24
3,3,21,1,3,6.0,2.0,0.0676,0.2857142857142857
3,3,30,1,1,7.0,3.0,0.0088,0.0967741935483871
4,1,24,2,3,5.0,4.0,0.0431,0.21428571428571427
4,4,31,1,1,5.0,2.0,0.6284,0.49056603773584906
4,2,63,0,1,7.0,3.0,0.1052,0.13636363636363635
2,2,50,0,5,8.0,3.0,0.1829,0.17857142857142858
3,2,71,1,1,8.0,3.0,0.0853,0.17391304347826086
2,2,48,1,3,6.0,2.0,0.0337,0.09523809523809523
2,4,30,2,2,7.0,3.0,0.1867,0.17391304347826086
3,1,35,1,5,8.0,2.0,0.0921,0.35
3,4,47,1,5,7.0,1.0,0.0357,0.5
4,1,44,1,1,6.0,2.0,0.0686,0.11538461538461539
4,2,34,0,3,8.0,4.0,0.1905,0.625
2,2,73,1,3,5.0,2.0,0.0822,0.3148148148148148
4,4,24,0,5,8.0,2.0,0.1113,0.37037037037037035
3,2,25,0,3,1.0,2.0,0.1342,0.15384615384615385
2,2,68,0,4,4.0,3.0,0.2635,0.35555555555555557
3,2,32,0,2,10.0,3.0,0.0847,0.23333333333333334
3,4,58,0,2,4.0,3.0,0.0884,0.38181818181818183
3,3,40,1,2,8.0,3.0,0.1214,0.13636363636363635
4,2,53,0,2,8.0,2.0,0.013,0.24
3,1,28,1,4,3.0,1.0,0.2896,0.4153846153846154
1,1,43,1,1,7.0,1.0,0.0038,0.13636363636363635
1,4,70,0,3,9.0,4.0,0.1603,0.41025641025641024
4,4,45,1,4,8.0,1.0,0.1717,0.42857142857142855
3,3,54,1,3,6.0,1.0,0.0774,0.35714285714285715
3,1,41,1,2,9.0,3.0,0.1644,0.44
2,0,33,0,1,10.0,4.0,0.2851,0.0
3,3,43,1,3,6.0,2.0,0.7922,0.32432432432432434
4,3,32,1,1,5.0,3.0,0.1729,0.47952190319305843
1,1,40,1,2,6.0,3.0,0.8497,0.14285714285714285
4,4,23,0,2,4.0,4.0,0.1669,0.24
4,4,64,0,2,6.0,1.0,0.1543,0.3157894736842105
3,2,66,1,4,4.0,3.0,0.0781,0.3142857142857143
3,2,43,2,4,7.0,4.0,0.0712,0.17391304347826086
4,4,28,0,4,8.0,1.0,0.0979,0.5087719298245614
2,2,24,1,1,8.0,3.0,0.0631,0.26666666666666666
3,3,30,0,3,5.0,1.0,0.1234,0.3785699235734672
3,3,33,1,2,6.0,3.0,0.0868,0.4074074074074074
5,4,35,2,3,4.0,3.0,0.1457,0.41509433962264153
4,3,34,0,1,8.0,3.0,0.0908,0.639344262295082
4,1,33,2,5,5.0,2.0,0.0002,0.05
3,1,52,1,2,9.0,1.0,0.0296,0.35294117647058826
2,3,22,1,3,3.0,3.0,0.4169,0.21428571428571427
3,3,55,1,3,4.0,4.0,0.187,0.30952380952380953
5,1,60,0,2,5.0,1.0,0.27,0.2776179439538759
3,3,50,1,2,5.0,3.0,0.0555,0.17647058823529413
1,4,57,0,3,8.0,4.0,0.0543,0.46808510638297873
3,2,31,1,3,5.0,2.0,0.2495,0.33962264150943394
3,2,26,0,1,7.0,2.0,0.0782,0.17857142857142858
3,0,71,1,3,4.0,4.0,0.2511,0.0
3,2,21,1,4,6.0,1.0,0.0156,0.17391304347826086
3,0,30,2,3,4.0,2.0,0.2872,0.0
3,4,22,1,4,8.0,3.0,0.0836,0.20408163265306123
4,1,50,1,3,9.0,2.0,0.7349,0.20689655172413793
1,0,57,2,1,8.0,3.0,0.0794,0.0
3,1,24,2,4,8.0,1.0,0.1918,0.17391304347826086
3,4,72,1,5,10.0,2.0,0.0823,0.423728813559322
4,4,46,0,4,8.0,3.0,0.4934,0.17391304347826086
3,1,31,0,2,4.0,4.0,0.0886,0.13636363636363635
4,1,45,1,2,5.0,4.0,0.3704,0.15384615384615385
3,1,62,1,4,6.0,4.0,0.1994,0.24324324324324326
4,2,71,1,5,5.0,3.0,0.77,0.1111111111111111
3,2,43,0,2,7.0,2.0,0.0848,0.11538461538461539
4,2,56,1,1,8.0,1.0,0.2112,0.050475989809795625
4,3,43,1,3,6.0,1.0,0.6305,0.6461538461538462
3,1,24,0,4,8.0,1.0,0.1002,0.7823778420518321
1,3,66,1,3,7.0,3.0,0.1982,0.2972972972972973
4,3,64,1,3,7.0,2.0,0.1092,0.6153846153846154
2,1,44,0,3,8.0,1.0,0.4277,0.07317073170731707
1,3,57,2,5,5.0,4.0,0.1605,0.1111111111111111
3,1,37,1,3,6.0,2.0,0.1545,0.09523809523809523
4,2,47,1,3,2.0,1.0,0.0142,0.38095238095238093
3,4,63,2,3,5.0,2.0,0.0232,0.24
4,2,64,1,3,4.0,3.0,0.1645,0.4067796610169492
3,3,35,1,2,6.0,4.0,0.2197,0.4482758620689655
4,4,31,1,5,8.0,4.0,0.0974,0.3870967741935484
3,4,31,1,5,6.0,2.0,0.4234,0.5294117647058824
3,3,71,0,3,5.0,2.0,0.1039,0.24
3,3,66,1,5,6.0,4.0,0.0159,0.23529411764705882
4,4,55,1,3,3.0,2.0,0.3609,0.2777777777777778
3,2,67,2,3,3.0,1.0,0.1468,0.09523809523809523
3,1,32,1,3,4.0,4.0,0.242,0.14814814814814814
3,1,45,1,1,7.0,1.0,0.2381,0.25806451612903225
3,1,64,2,4,4.0,4.0,0.0482,0.5416666666666666
1,1,54,1,2,4.0,2.0,0.0623,0.28205128205128205
4,4,72,0,2,5.0,1.0,0.09,0.3469387755102041
5,3,73,1,1,5.0,2.0,0.0753,0.32432432432432434
3,4,40,1,1,7.0,2.0,0.2596,0.2857142857142857
3,1,32,2,3,4.0,2.0,0.2383,0.12903225806451613
3,2,40,0,3,1.0,1.0,0.2552,0.2
4,3,24,2,1,6.0,3.0,0.1391,0.39655172413793105
2,3,44,2,1,6.0,4.0,0.0032,0.20833333333333334
3,4,30,2,5,5.0,3.0,0.115,0.17391304347826086
3,2,43,1,3,8.0,2.0,0.0847,0.5098039215686274
1,2,20,0,3,4.0,1.0,0.0312,0.39344262295081966
4,4,34,1,2,1.0,3.0,0.1931,0.37142857142857144
5,0,58,0,2,4.0,2.0,0.2541,0.0
3,2,68,0,2,8.0,3.0,0.0007,0.2682926829268293
3,3,69,1,3,4.0,4.0,0.0277,0.2571428571428571
3,2,70,1,5,7.0,3.0,0.2613,0.2413793103448276
4,1,66,1,3,9.0,1.0,0.0161,0.6692532088681447
3,3,54,2,3,8.0,3.0,0.1703,0.2271419541440803
1,3,33,1,1,7.0,2.0,0.1979,0.46808510638297873
3,1,34,0,3,6.0,4.0,0.1584,0.3888888888888889
5,3,59,0,5,6.0,4.0,0.0314,0.2
3,1,50,0,3,6.0,1.0,0.0846,0.65625
3,2,35,1,3,1.0,2.0,0.2188,0.17857142857142858
3,2,28,2,2,8.0,2.0,0.6516,0.4418604651162791
3,2,48,2,3,5.0,1.0,0.0191,0.4
5,1,64,1,5,8.0,2.0,0.2732,0.1951219512195122
4,2,73,1,1,8.0,1.0,0.0025,0.13636363636363635
3,4,72,0,3,10.0,3.0,0.1005,0.5964912280701754
4,2,31,1,4,10.0,5.0,0.0146,0.35185185185185186
1,2,58,1,1,2.0,3.0,0.0848,0.24
1,2,34,0,1,7.0,3.0,0.1649,0.46808510638297873
3,4,70,0,3,8.0,1.0,0.1058,0.3275862068965517
3,2,20,0,3,5.0,1.0,0.0632,0.09523809523809523
1,3,73,2,3,6.0,2.0,0.0527,0.2271419541440803
4,4,52,0,3,6.0,2.0,0.1809,0.24
3,3,51,1,4,8.0,2.0,0.1142,0.24324324324324326
1,2,57,1,3,9.0,4.0,0.1581,0.11538461538461539
3,3,63,1,1,6.0,2.0,0.0444,0.38333333333333336
3,4,20,1,1,7.0,3.0,0.1631,0.423728813559322
